faiss_row,logical_product_id,chunk_source,token_count,chunk_text
2385,P1168,description,369,"Name: Travel Size The Original Photo Finish Smooth & Blur Oil-Free Primer
Brand: Smashbox
Category: Face Primer
Description: Developed to help makeup look better and last longer on set, Smashbox Photo Finish Smooth & Blur Oil-Free Primer is a cruelty-free primer gel that instantly smooths and blurs flaws while nourishing skin with vitamins A & E. Details Features Research Results Formulated Without Makeup lasts hours & hours Fills in fine lines & pores instantly Glides on to give you a flawless finish Protects skin from environmental pollutants, damage & stress with antioxidants vitamin A + E Lightweight and oil-free Ideal for all skin types #1 Prestige Cruelty-Free Face Primer *Source: Circana / U.S. Prestige Beauty Total Measured Market, Cruelty-Free Face Primer Dollar Sales, 12 months ending August 2023 Cruelty-free In a consumer study on 103 women after 1 week of use: 93% saw blurred imperfections 93% saw smoother skin 91% saw minimized pores & lines 95% said it helped makeup go on flawlessly 94% said it worked well with their skin tone 94% agreed foundation blended more easily Parabens, Phthalates, Oil, SLS & SLES, Alcohol, Gluten, Triclosan, Mineral Oil, Formaldehyde, Coal Tar, Hydroquinone How To Use Smooth a layer over clean, moisturized skin. Let it set for 15 seconds. Wear alone or under makeup. Can also be used over makeup for touchups. Studio tip: Try it in your hair to tame frizzies."
2386,P1168,platform_summary,146,"Name: Travel Size The Original Photo Finish Smooth & Blur Oil-Free Primer
Brand: Smashbox
Category: Face Primer
Pros: smooth/creamy texture, long-lasting wear, good value/affordable, hydrating/non-drying, easy to apply/use, flattering/good shade match, good/buildable coverage, lightweight feel
Cons: creases/settles into lines, too expensive/poor value, cakey finish, can cause breakouts, heavy/thick feel, poor longevity
Best uses: alone instead of foundation, everyday wear, under foundation/makeup, under-eye dark circles/brightening"
2387,P1169,description,350,"Name: Travel Size Photo Finish Control Mattifying Primer with Salicylic Acid
Brand: Smashbox
Category: Face Primer
Description: Smashbox Photo Finish Control Mattifying Primer is an oil-controlling primer that delivers a matte look while defending skin and perfecting makeup infused with a Silkscreen Complex, Witch Hazel, Salicylic Acid, + Zinc. Details Features Key Ingredients Formulated Without Creates a breathable, silky barrier that perfects the canvas by smoothing skin and strengthening it against damage from environmental aggressors like pollution and blue light. Keeps skin looking matte without drying it out. Excess oil production is kept in check. Creates a lightweight, breathable skin barrier. Blurs imperfections and minimizes the look of pores. Helps makeup glide on and look better longer. Non-acnegenic: Won't make you break out. Suggested for combination and oily skin types. Delivers a matte finish. Cruelty-free. 2022 Allure Best of Beauty Award Winner for Best Primer A Silkscreen Complex - Antioxidants, Hyaluronic Acid, Probiotic Extract, Vitamins, and Algae: Formula helps nourish, balance, and defend skin. Witch Hazel, Salicylic Acid, and Zinc: Help to control oil. Parabens Phthalates Sulfates - Sodium Lauryl Sulfate/Sodium Laureth Sulfate (SLS/SLES) Mineral Oil Animal or animal derived ingredients & byproducts How To Use"
2388,P1169,platform_summary,155,"Name: Travel Size Photo Finish Control Mattifying Primer with Salicylic Acid
Brand: Smashbox
Category: Face Primer
Pros: matte finish/oil control, long-lasting wear, smooth/creamy texture, does not emphasize lines/wrinkles, gentle/non-irritating, hydrating/non-drying, lightweight feel
Cons: can cause breakouts, drying/emphasizes dry patches, heavy/thick feel, too expensive/poor value
Best uses: oily skin, travel/on-the-go touch-ups, acne-prone skin, cheeks/blush, combination skin, highlighting, humid/hot weather"
2389,P1170,description,315,"Name: Travel Size Photo Finish Correct Anti-Redness Primer
Brand: Smashbox
Category: Face Primer
Description: Smashbox Photo Finish Correct Anti-Redness Primer is a color correcting primer that instantly neutralizes redness while defending skin and perfecting makeup; infused with a Silkscreen Complex, Algae, Rose, + Mushroom. Details Features Key Ingredients Formulated Without Creates a breathable, silky barrier that perfects the canvas by smoothing skin and strengthening it against damage from environmental aggressors like pollution and blue light. Blurs imperfections and immediately makes pores less noticeable. Helps makeup glide on and look better longer. For all skin types, including sensitive. Cruelty-free. Non-acnegenic: Won't make you break out. Calms the complexion and neutralizes redness with a satiny finish. A Silkscreen Complex - Antioxidants, Hyaluronic Acid, Probiotic Extract, Vitamins, and Algae: Formula helps nourish, balance, and defend skin. Algae: Calms and soothes stressed skin. Rose and Mushroom: Help reduce the look of irritation. Parabens Phthalates Sulfates - Sodium Lauryl Sulfate/Sodium Laureth Sulfate (SLS/SLES) Mineral Oil Animal or animal derived ingredients & byproducts How To Use"
2390,P1170,platform_summary,87,"Name: Travel Size Photo Finish Correct Anti-Redness Primer
Brand: Smashbox
Category: Face Primer
Pros: hydrating/non-drying, smooth/creamy texture, blends easily
Cons: oily residue
Best uses: cheeks/blush, covering redness, everyday wear, fair/light skin tones, rosacea/redness-prone skin"
2391,P1171,description,323,"Name: Travel Size Photo Finish Illuminate Glow Primer
Brand: Smashbox
Category: Face Primer
Description: Smashbox Photo Finish Illuminate Glow Primer delivers a bright, healthy-looking glow while defending skin and perfecting makeup; infused with a Silkscreen Complex, Vitamin C, + Passion Fruit. Details Features Key Ingredients Formulated Without Creates a breathable, silky barrier that perfects the canvas by smoothing skin and strengthening it against damage from environmental aggressors like pollution and blue light. Immediately hydrates and plumps for up to 48 hours. Creates a lightweight, breathable skin barrier. Smooths and blurs imperfections. Helps makeup glide on and look better longer. For all skin types. Cruelty-free. Non-acnegenic: Won't make you break out. Packed with Vitamin C A Silkscreen Complex - Antioxidants, Hyaluronic Acid, Probiotic Extract, Vitamins, and Algae: Formula helps nourish, balance, and defend skin. Passion Fruit: Helps to strengthen the skin barrier. Shimmer: Superfine, universally flattering peachy-gold pearls instantly illuminate. Parabens Phthalates Sulfates - Sodium Lauryl Sulfate/Sodium Laureth Sulfate (SLS/SLES) Mineral Oil Animal or animal derived ingredients & byproducts How To Use"
2392,P1171,platform_summary,107,"Name: Travel Size Photo Finish Illuminate Glow Primer
Brand: Smashbox
Category: Face Primer
Pros: glowy/radiant finish, good/buildable coverage, natural-looking finish, smooth/creamy texture
Cons: can cause breakouts, causes irritation/burning
Best uses: alone instead of foundation, dry skin, rosacea/redness-prone skin, under foundation/makeup, bronzing/contouring, mature skin, oily skin"
2393,P1172,description,164,"Name: Travel Size Photo Finish Oil-Free Pore Minimizing Primer
Brand: Smashbox
Category: Face Primer
Description: Smashbox Photo Finish Oil-Free Pore Minimizing Primer is an oil-free matte primer gel that instantly blurs flaws, reduces the appearance of pores and controls oil for up to 8 hours. How To Use Warm with fingers before applying. Smooth a sheer layer over clean, moisturized skin. Wear alone, under Studio Skin foundation or even over makeup. Studio Skin 24 Hour Oil-Free Hydra Foundation Studio Skin Full Coverage 24 Hour Foundation Halo Fresh Perfecting Powder Studio tip: Pat over or under makeup anywhere you need a bit of shine control. Use It With:"
2394,P1172,platform_summary,53,"Name: Travel Size Photo Finish Oil-Free Pore Minimizing Primer
Brand: Smashbox
Category: Face Primer
Pros: smooth/creamy texture
Cons: 
Best uses: travel/on-the-go touch-ups"
2395,P1173,description,345,"Name: Travel Size Photo Finish Primerizer+ Hydrating Primer with Hyaluronic Acid
Brand: Smashbox
Category: Face Primer
Description: Smashbox Photo Finish Primerizer+ Hydrating Primer delivers a fresh, dewy look while defending skin and perfecting makeup; infused with a Silkscreen Complex, Triple Hyaluronic Acid, + Niacinamide. Details Features Key Ingredients Formulated Without Creates a breathable, silky barrier that perfects the canvas by smoothing skin and strengthening it against damage from environmental aggressors like pollution and blue light. Replenishes skin's moisture reserve for a smooth, plump glow. Creates a lightweight, breathable skin barrier. Smooths and blurs imperfections. Helps makeup glide on and look better longer. Suggested for dry skin types. Cruelty-free. Delivers a fresh, healthy look with a dewy finish. 2022 Allure Best of Beauty Award Winner for Best Primer A Silkscreen Complex - Antioxidants, Hyaluronic Acid, Probiotic Extract, Vitamins, and Algae: Formula helps nourish, balance, and defend skin. Triple Hyaluronic Acid: Hydrates and plumps skin for up to 72 hours. Niacinamide: Nourishes the complexion. Parabens Phthalates Sulfates - Sodium Lauryl Sulfate/Sodium Laureth Sulfate (SLS/SLES) Mineral Oil Animal or animal derived ingredients & byproducts How To Use"
2396,P1173,platform_summary,135,"Name: Travel Size Photo Finish Primerizer+ Hydrating Primer with Hyaluronic Acid
Brand: Smashbox
Category: Face Primer
Pros: hydrating/non-drying, smooth/creamy texture, glowy/radiant finish, easy to apply/use, good value/affordable, good/buildable coverage, little/no scent
Cons: drying/emphasizes dry patches, can cause breakouts, heavy/thick feel, poor/insufficient coverage
Best uses: dry skin, combination skin, oily skin, travel/on-the-go touch-ups"
2397,P1174,description,144,"Name: Travel Size Photo Finish Resurface Primer with Glycolic Acid
Brand: Smashbox
Category: Face Primer
Description: Smashbox's Photo Finish Resurface Smooth + Renew Primer is nourishing face primer that instantly smooths fine lines and texture, grips makeup all day, and resurfaces skin over time. Details Benefits Key Ingredients Boosts cell turnover to promote brighter skin and even texture Instantly smooths and blurs skin Grips makeup for all-day wear Strengthens, nourishes, and balances skin Cruelty-free 3.5% Glycolic Acid"
2398,P1174,platform_summary,153,"Name: Travel Size Photo Finish Resurface Primer with Glycolic Acid
Brand: Smashbox
Category: Face Primer
Pros: smooth/creamy texture, good/buildable coverage, long-lasting wear, easy to apply/use, hydrating/non-drying, little/no scent, pleasant/subtle scent, convenient packaging/applicator, lightweight feel
Cons: cakey finish, can cause breakouts, drying/emphasizes dry patches, heavy/thick feel, oily residue, patchy/streaky finish, poor/insufficient coverage, strong/unpleasant scent
Best uses: combination skin, everyday wear"
